time,mode,z,zd,vz,e1,e2,s,c,c_float,uf,dhat,W_norm,bat,h_raw,tof_raw,baro_raw,state_age
0.0,baseline,0.71,0.8,0.0,-0.09000000000000008,0.0,-0.13500000000000012,0,0.0,0.0,0.0,0.0,53.0,100.0,71.0,29.4,0.05656886100769043
0.10115957260131836,baseline,0.71,0.8,0.0,-0.09000000000000008,0.0,-0.13500000000000012,0,0.0,0.0,0.0,0.0,53.0,100.0,71.0,29.34,0.09252738952636719
0.20164036750793457,baseline,0.7064999999999999,0.8,0.0,-0.09350000000000014,0.0,-0.1402500000000002,0,0.0,0.0,0.0,0.0,53.0,100.0,70.0,29.37,0.04790520668029785
0.3025937080383301,baseline,0.697225,0.8,0.0,-0.10277500000000006,0.0,-0.1541625000000001,0,0.0,0.0,0.0,0.0,53.0,100.0,68.0,29.32,0.015821218490600586
0.4035196304321289,baseline,0.69119625,0.8,0.0,-0.10880375000000009,0.0,-0.16320562500000013,0,0.0,0.0,0.0,0.0,53.0,100.0,68.0,29.35,0.09173893928527832
0.5047435760498047,baseline,0.6977775625,0.8,0.0,-0.10222243750000004,0.0,-0.15333365625000006,0,0.0,0.0,0.0,0.0,53.0,100.0,71.0,29.32,0.06826400756835938
0.6057558059692383,baseline,0.695055415625,0.8,0.0,-0.1049445843750001,0.0,-0.15741687656250014,0,0.0,0.0,0.0,0.0,53.0,100.0,69.0,29.31,0.0401148796081543
0.7065842151641846,baseline,0.68978602015625,0.8,0.0,-0.11021397984375003,0.0,-0.16532096976562505,0,0.0,0.0,0.0,0.0,53.0,100.0,68.0,29.34,0.08623480796813965
0.8077449798583984,baseline,0.6863609131015624,0.8,0.0,-0.1136390868984376,0.0,-0.1704586303476564,0,0.0,0.0,0.0,0.0,53.0,100.0,68.0,29.31,0.024988651275634766
0.9089734554290771,baseline,0.6841345935160156,0.8,0.0,-0.11586540648398447,0.0,-0.1737981097259767,0,0.0,0.0,0.0,0.0,53.0,100.0,68.0,29.3,0.08791756629943848
1.010237693786621,baseline,0.6791874857854101,0.8,0.0,-0.12081251421458994,0.0,-0.1812187713218849,0,0.0,0.0,0.0,0.0,52.0,100.0,67.0,29.3,0.06877565383911133
1.1114556789398193,baseline,0.6759718657605165,0.8,0.0,-0.12402813423948356,0.0,-0.18604220135922533,0,0.0,0.0,0.0,0.0,52.0,100.0,67.0,29.3,0.16999363899230957
1.2129058837890625,baseline,0.6633817127443358,0.8,0.0,-0.13661828725566427,0.0,-0.2049274308834964,0,0.0,0.0,0.0,0.0,52.0,100.0,64.0,29.33,0.08265113830566406
1.3135888576507568,baseline,0.6586981132838182,0.8,0.0,-0.14130188671618182,0.0,-0.21195283007427274,0,0.0,0.0,0.0,0.0,52.0,100.0,65.0,29.35,0.052362680435180664
1.4146811962127686,baseline,0.6556537736344819,0.8,0.0,-0.1443462263655182,0.0,-0.2165193395482773,0,0.0,0.0,0.0,0.0,52.0,100.0,65.0,29.35,0.15345501899719238
1.5160400867462158,baseline,0.6571749528624131,0.8,0.0,-0.14282504713758692,0.0,-0.2142375707063804,0,0.0,0.0,0.0,0.0,52.0,100.0,66.0,29.35,0.07956838607788086
