time,mode,z,zd,vz,e1,e2,s,c,c_float,uf,dhat,W_norm,d
0.0,nn,0.55,0.8,0.0,-0.25,0.0,-0.375,4,4.5,0.22499999999999998,0.0,9.624690321836403e-05,0.09755139087876258
0.02,nn,0.5500582205563516,0.8,0.0029110278175752515,-0.24994177944364848,0.0029110278175752515,-0.3720016413478975,4,4.464513729221864,0.22322568646109323,-2.4701652354735284e-05,0.0001916829892233184,0.07820704149449899
0.04,nn,0.550165293753723,0.8,0.005353659868573124,-0.24983470624627702,0.005353659868573124,-0.3693983995008424,4,4.433764650679167,0.22168823253395833,-4.9192833452889094e-05,0.00028640835472377313,0.08865052282001218
0.06,nn,0.5503240291106961,0.8,0.00793676784865332,-0.24967597088930393,0.00793676784865332,-0.3665771884853026,4,4.400396211701634,0.2200198105850817,-7.349749390014626e-05,0.0003803653012136201,0.07930881156462878
0.08,nn,0.5505292434022998,0.8,0.010260714580183603,-0.24947075659770024,0.010260714580183603,-0.36394542031636673,4,4.369297042141208,0.21846485210706043,-9.759991724040059e-05,0.0004736012507256112,0.10589926000469949
0.1,nn,0.5507902713977405,0.8,0.013051399772032452,-0.24920972860225954,0.013051399772032452,-0.36076319313135685,4,4.331588505027131,0.21657942525135657,-0.00012150937254245594,0.0005659727728553561,0.11322153603511975
0.12000000000000001,nn,0.5511084792237229,0.8,0.015910391299117938,-0.2488915207762772,0.015910391299117938,-0.35742688986529786,4,4.292026433850927,0.2146013216925463,-0.00014518777336762172,0.0006574386036794156,0.1257730632936814
0.14,nn,0.5514872864558952,0.8,0.018940361608616264,-0.24851271354410487,0.018940361608616264,-0.353828708707541,4,4.249316948543676,0.2124658474271838,-0.00016862220265920647,0.0007479296243735375,0.11038784917928554
0.16,nn,0.5519188422252383,0.8,0.02157778846716072,-0.2480811577747617,0.02157778846716072,-0.3505439481949818,4,4.210363301530739,0.21051816507653698,-0.0001917961595478928,0.0008375255801418522,0.12312660349016948
0.18,nn,0.552406765074436,0.8,0.02439614245988361,-0.24759323492556407,0.02439614245988361,-0.3469937099284625,4,4.168219037864006,0.2084109518932003,-0.00021472593612279002,0.0009261566291798225,0.10649131845281369
0.19999999999999998,nn,0.5529428226112373,0.8,0.02680287684006314,-0.24705717738876276,0.02680287684006314,-0.343782889243081,4,4.130142600948877,0.20650713004744384,-0.00023739650159526228,0.0010139095845596944,0.12637102975323178
0.21999999999999997,nn,0.5535336189489094,0.8,0.029539816883606008,-0.24646638105109064,0.029539816883606008,-0.34015975469302995,4,4.087113522297827,0.20435567611489133,-0.00025982329907335957,0.0011006767573879756,0.11368897133893272
0.23999999999999996,nn,0.5541725485776623,0.8,0.03194648143764369,-0.24582745142233775,0.03194648143764369,-0.33679469569586296,4,4.047176013125056,0.2023588006562528,-0.0002819832387350339,0.0011865241252555954,0.17197360881403206
0.25999999999999995,nn,0.5548815776203357,0.8,0.035451452133670305,-0.2451184223796643,0.035451452133670305,-0.33222618143582616,4,3.9927916811466604,0.199639584057333,-0.00030387519583732314,0.001271138980388151,0.12284725846485756
0.27999999999999997,nn,0.5556390927532002,0.8,0.037875756643224685,-0.24436090724679982,0.037875756643224685,-0.32866560422697505,4,3.9504961170132553,0.19752480585066276,-0.00032544331447772426,0.0013547818083798643,0.14349060509892042
